index,Image reference,Coder name,Coding date,Road survey date,Road name,Section,Distance,Length,Latitude start,Longitude start,Landmark,Comments,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,Vehicle flow (AADT),Motorcycle %,Pedestrian peak hour flow across the road,Pedestrian peak hour flow along the road driver-side,Pedestrian peak hour flow along the road passenger-side,Bicycle peak hour flow,Operating Speed (85th percentile),Operating Speed (mean),Roads that cars can read,Vehicle Occupant Star Rating Policy Target,Motorcycle Star Rating Policy Target,Pedestrian Star Rating Policy Target,Bicycle Star Rating Policy Target,Annual Fatality Growth Multiplier,School zone warning,School zone crossing supervisor,Latitude end,Longitude end,route,control,control_name,km_start_fraction,km_end_fraction,image_id
385,"['65400_65500_38217_1.jpg', '65400_65500_38217_2.jpg', '65400_65500_38217_3.jpg', '65400_65500_38217_4.jpg']",admin,23/02/2024,,1,302,0.1,11.72,14.23344461,100.718913,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2336051,100.7193454,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,65400,65500,1512
386,"['65500_65600_38218_1.jpg', '65500_65600_38218_2.jpg', '65500_65600_38218_3.jpg', '65500_65600_38218_4.jpg']",admin,23/02/2024,,1,302,0.1,11.82,14.23383098,100.7197474,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23399147,100.7201797,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,65500,65600,1516
387,"['65600_65700_38219_1.jpg', '65600_65700_38219_2.jpg', '65600_65700_38219_3.jpg', '65600_65700_38219_4.jpg']",admin,23/02/2024,,1,302,0.1,11.92,14.23421736,100.7205818,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,15,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23438443,100.7210109,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,65600,65700,1520
388,"['65700_65800_38220_1.jpg', '65700_65800_38220_2.jpg', '65700_65800_38220_3.jpg', '65700_65800_38220_4.jpg']",admin,23/02/2024,,1,302,0.1,12.02,14.23463355,100.7213991,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23481497,100.7218232,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,65700,65800,1524
389,"['65800_65900_38221_1.jpg', '65800_65900_38221_2.jpg', '65800_65900_38221_3.jpg', '65800_65900_38221_4.jpg']",admin,23/02/2024,,1,302,0.1,12.12,14.23506441,100.7222107,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23525105,100.7226327,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,65800,65900,1528
390,"['65900_66000_38222_1.jpg', '65900_66000_38222_2.jpg', '65900_66000_38222_3.jpg', '65900_66000_38222_4.jpg']",admin,23/02/2024,,1,302,0.1,12.22,14.23549828,100.723022,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,3,12,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23568177,100.7234451,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,65900,66000,1532
391,"['66000_66100_38223_1.jpg', '66000_66100_38223_2.jpg', '66000_66100_38223_3.jpg']",admin,23/02/2024,,1,302,0.1,12.32,14.23592981,100.7238341,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,15,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23611402,100.7242566,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66000,66100,1536
392,"['66100_66200_38224_1.jpg', '66100_66200_38224_2.jpg', '66100_66200_38224_4.jpg']",admin,23/02/2024,,1,302,0.1,12.42,14.2363603,100.724647,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23654605,100.7250682,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66100,66200,1539
393,"['66200_66300_38225_1.jpg', '66200_66300_38225_2.jpg', '66200_66300_38225_3.jpg', '66200_66300_38225_4.jpg']",admin,23/02/2024,,1,302,0.1,12.52,14.23679436,100.7254568,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23698007,100.7258788,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66200,66300,1542
394,"['66300_66400_38226_1.jpg', '66300_66400_38226_2.jpg', '66300_66400_38226_3.jpg', '66300_66400_38226_4.jpg']",admin,23/02/2024,,1,302,0.1,12.62,14.2372265,100.7262683,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23740949,100.7266918,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66300,66400,1546
395,"['66400_66500_38227_1.jpg', '66400_66500_38227_2.jpg', '66400_66500_38227_3.jpg', '66400_66500_38227_4.jpg']",admin,23/02/2024,,1,302,0.1,12.72,14.2376554,100.7270824,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2378425,100.7275027,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66400,66500,1550
396,"['66500_66600_38228_1.jpg', '66500_66600_38228_2.jpg', '66500_66600_38228_3.jpg', '66500_66600_38228_4.jpg']",admin,23/02/2024,,1,302,0.1,12.82,14.23809544,100.7278888,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,15,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23827889,100.7283118,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66500,66600,1554
397,"['66600_66700_38229_1.jpg', '66600_66700_38229_2.jpg', '66600_66700_38229_3.jpg', '66600_66700_38229_4.jpg']",admin,23/02/2024,,1,302,0.1,12.92,14.23852386,100.7287021,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,2,1,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23868382,100.7291366,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66600,66700,1558
398,"['66700_66800_38230_1.jpg', '66700_66800_38230_2.jpg', '66700_66800_38230_3.jpg', '66700_66800_38230_4.jpg']",admin,23/02/2024,,1,302,0.1,13.02,14.23886944,100.7295602,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,2,1,1,1,2,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23894297,100.730017,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66700,66800,1562
399,"['66800_66900_38231_1.jpg', '66800_66900_38231_2.jpg', '66800_66900_38231_3.jpg', '66800_66900_38231_4.jpg']",admin,23/02/2024,,1,302,0.1,13.12,14.2390383,100.7304703,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.239023,100.7309317,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66800,66900,1566
400,"['66900_67000_38232_1.jpg', '66900_67000_38232_2.jpg', '66900_67000_38232_3.jpg', '66900_67000_38232_4.jpg']",admin,23/02/2024,,1,302,0.1,13.22,14.23905168,100.7313928,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23900917,100.7318509,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,66900,67000,1570
401,"['67000_67100_38233_1.jpg', '67000_67100_38233_2.jpg', '67000_67100_38233_3.jpg', '67000_67100_38233_4.jpg']",admin,23/02/2024,,1,302,0.1,13.32,14.23903524,100.7323108,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23899085,100.7327702,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67000,67100,1574
402,"['67100_67200_38234_1.jpg', '67100_67200_38234_2.jpg', '67100_67200_38234_3.jpg', '67100_67200_38234_4.jpg']",admin,23/02/2024,,1,302,0.1,13.42,14.23902053,100.7332305,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,15,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,2,1,14.23897626,100.7336895,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67100,67200,1578
403,"['67200_67300_38235_1.jpg', '67200_67300_38235_2.jpg', '67200_67300_38235_3.jpg', '67200_67300_38235_4.jpg']",admin,23/02/2024,,1,302,0.1,13.52,14.23900399,100.7341497,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,15,1,3,1,1,1,4,1,1,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,2,1,14.2389616,100.7346089,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67200,67300,1582
404,"['67300_67400_38236_1.jpg', '67300_67400_38236_2.jpg', '67300_67400_38236_3.jpg', '67300_67400_38236_4.jpg']",admin,23/02/2024,,1,302,0.1,13.62,14.23898967,100.7350692,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,1,2,1,3,1,1,1,4,1,4,3,1,2,1,1,1,2,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,2,1,14.23894472,100.7355282,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67300,67400,1586
405,"['67400_67500_38237_1.jpg', '67400_67500_38237_2.jpg', '67400_67500_38237_3.jpg']",admin,23/02/2024,,1,302,0.1,13.72,14.23898518,100.7359862,,11863,1,2,1,1,1,1,1,1,1,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,2,1,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,2,1,14.23897917,100.7364463,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67400,67500,1590
406,"['67500_67600_38238_1.jpg', '67500_67600_38238_2.jpg', '67500_67600_38238_3.jpg', '67500_67600_38238_4.jpg']",admin,23/02/2024,,1,302,0.1,13.82,14.23908723,100.7368926,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,2,1,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23916002,100.7373468,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67500,67600,1593
407,"['67600_67700_38239_1.jpg', '67600_67700_38239_2.jpg', '67600_67700_38239_3.jpg', '67600_67700_38239_4.jpg']",admin,23/02/2024,,1,302,0.1,13.92,14.23933675,100.7377705,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2394812,100.7382073,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67600,67700,1597
408,"['67700_67800_38240_1.jpg', '67700_67800_38240_2.jpg', '67700_67800_38240_3.jpg', '67700_67800_38240_4.jpg']",admin,23/02/2024,,1,302,0.1,14.02,14.23972126,100.7385998,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,1,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.23990976,100.7390205,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67700,67800,1601
409,"['67800_67900_38241_1.jpg', '67800_67900_38241_2.jpg', '67800_67900_38241_3.jpg', '67800_67900_38241_4.jpg']",admin,23/02/2024,,1,302,0.1,14.12,14.24016256,100.7394064,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24035077,100.7398273,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67800,67900,1605
410,"['67900_68000_38242_1.jpg', '67900_68000_38242_2.jpg', '67900_68000_38242_3.jpg', '67900_68000_38242_4.jpg']",admin,23/02/2024,,1,302,0.1,14.22,14.24060392,100.7402129,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24079211,100.7406339,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,67900,68000,1609
411,"['68000_68100_38243_1.jpg', '68000_68100_38243_2.jpg', '68000_68100_38243_3.jpg', '68000_68100_38243_4.jpg']",admin,23/02/2024,,1,302,0.1,14.32,14.2410446,100.7410196,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24123602,100.7414391,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68000,68100,1613
412,"['68100_68200_38244_1.jpg', '68100_68200_38244_2.jpg', '68100_68200_38244_3.jpg', '68100_68200_38244_4.jpg']",admin,23/02/2024,,1,302,0.1,14.42,14.24148923,100.7418249,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24167673,100.7422461,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68100,68200,1617
413,"['68200_68300_38245_1.jpg', '68200_68300_38245_2.jpg', '68200_68300_38245_3.jpg', '68200_68300_38245_4.jpg']",admin,23/02/2024,,1,302,0.1,14.52,14.24192646,100.7426333,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24211805,100.7430527,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68200,68300,1621
414,"['68300_68400_38246_1.jpg', '68300_68400_38246_2.jpg', '68300_68400_38246_3.jpg', '68300_68400_38246_4.jpg']",admin,23/02/2024,,1,302,0.1,14.62,14.24236906,100.7434392,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24255815,100.74386,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68300,68400,1625
415,"['68400_68500_38247_1.jpg', '68400_68500_38247_2.jpg', '68400_68500_38247_3.jpg', '68400_68500_38247_4.jpg']",admin,23/02/2024,,1,302,0.1,14.72,14.24280966,100.7442466,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24299795,100.7446675,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68400,68500,1629
416,"['68500_68600_38248_1.jpg', '68500_68600_38248_2.jpg', '68500_68600_38248_3.jpg']",admin,23/02/2024,,1,302,0.1,14.82,14.24324989,100.7450538,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24343899,100.7454743,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68500,68600,1633
417,"['68600_68700_38249_1.jpg', '68600_68700_38249_3.jpg', '68600_68700_38249_4.jpg']",admin,23/02/2024,,1,302,0.1,14.92,14.2436904,100.7458609,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24387923,100.7462816,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68600,68700,1636
418,"['68700_68800_38250_1.jpg', '68700_68800_38250_2.jpg', '68700_68800_38250_3.jpg', '68700_68800_38250_4.jpg']",admin,23/02/2024,,1,302,0.1,15.02,14.2441305,100.7466682,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24431996,100.7470885,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68700,68800,1639
419,"['68800_68900_38251_1.jpg', '68800_68900_38251_2.jpg', '68800_68900_38251_3.jpg', '68800_68900_38251_4.jpg']",admin,23/02/2024,,1,302,0.1,15.12,14.24456964,100.7474754,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24476062,100.7478954,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68800,68900,1643
420,"['68900_69000_38252_1.jpg', '68900_69000_38252_2.jpg', '68900_69000_38252_3.jpg', '68900_69000_38252_4.jpg']",admin,23/02/2024,,1,302,0.1,15.22,14.2450129,100.7482818,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24519971,100.7487033,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,68900,69000,1647
