index,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,School zone warning,School zone crossing supervisor
250,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,3,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
251,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
252,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,3,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
253,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
254,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
255,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
256,1,3,1,1,1,1,1,1,3,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
257,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
258,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
259,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
260,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
261,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
262,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
263,1,2,1,1,1,1,1,1,1,1,19,13,15,2,2,1,4,2,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
264,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
265,1,2,1,1,1,1,1,1,1,1,19,13,15,2,1,1,4,1,4,1,1,1,1,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
266,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
267,1,3,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,2,2,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
268,1,3,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
269,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
270,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
271,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
272,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
273,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
274,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
275,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
276,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
277,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
278,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
279,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
280,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
281,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
282,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
283,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
284,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
285,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
286,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
287,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
288,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
289,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
290,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
291,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
292,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
293,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
294,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
295,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
296,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
297,1,3,1,1,1,1,1,1,7,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
298,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
299,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
300,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
301,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
302,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
303,1,2,1,1,1,1,1,1,1,1,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
304,1,2,1,1,1,1,1,1,1,1,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
305,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
306,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
307,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
308,1,3,1,1,1,1,1,1,1,2,19,13,15,2,2,1,4,2,4,2,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
309,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
310,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
311,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
312,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
313,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
314,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
315,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
316,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
317,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,1,3,7,1,1,1,5,5,1,6,4,1,1,4,3
318,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
319,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
320,1,2,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
321,1,2,1,1,1,1,1,1,4,1,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
322,1,2,1,1,1,1,1,1,1,1,19,13,15,2,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
323,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
324,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
325,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
326,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
327,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
328,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
329,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
330,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
331,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
332,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
333,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
334,1,3,1,1,1,1,1,1,1,2,19,13,15,2,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
335,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
336,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
337,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
338,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
339,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
340,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
341,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
342,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
343,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
344,1,2,1,1,1,1,1,1,1,1,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
345,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
346,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
347,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
348,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
349,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
350,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
351,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
352,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
353,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
354,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
355,1,3,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
356,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
357,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
358,1,2,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
359,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
360,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
361,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
362,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
363,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
364,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,2,2,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
365,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
366,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
367,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
368,1,2,1,1,1,1,1,1,7,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
369,1,3,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
370,1,3,1,1,1,1,1,1,7,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
371,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
372,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
373,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
374,1,3,1,1,1,1,1,1,1,2,19,13,15,2,1,1,4,1,4,1,1,1,1,12,1,7,3,4,4,1,1,3,1,2,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
375,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
376,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
