image_id,Carriageway,Upgrade cost,Motorcycle observed flow,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Curvature,Quality of curve,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Speed management / traffic calming,Pedestrian fencing,Vehicle parking,Sidewalk - passenger-side,Service road,School zone warning,School zone crossing supervisor
1197,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
736,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
915,1,3,1,1,1,1,4,2,19,13,11,2,1,1,15,2,15,1,3,2,12,1,7,3,4,3,1,3,2,1,2,1,1,7,2,1,1,5,2,4,3
340,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
845,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1203,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
395,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1654,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1986,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
673,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1143,1,2,1,1,1,1,4,2,13,13,11,1,2,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
1268,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1118,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,3,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
548,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
283,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
855,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,12,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
707,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1212,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1612,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1651,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
398,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
832,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,2,2,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,6,2,4,3
1099,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,15,1,3,2,12,1,7,3,1,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
440,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1092,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1560,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,2,1,2,1,2,7,3,7,1,1,1,5,2,4,3
1913,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1563,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,2,1,2,1,2,7,3,7,1,1,1,6,2,4,3
1123,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,4,12,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1727,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1684,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,3,2,1,1,7,3,7,1,1,1,6,2,4,3
467,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
1406,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1602,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
420,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
917,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
1883,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
48,1,3,1,1,1,1,4,2,11,11,7,1,7,1,12,2,11,1,3,3,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1429,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1604,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1935,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
284,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
303,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
972,1,3,1,1,1,1,1,2,19,13,11,2,1,1,1,2,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
898,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
735,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1248,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,6,1,4,3
1128,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,4,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1599,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1445,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1343,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
503,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,2,1
675,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
776,1,3,1,1,1,1,7,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1207,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1916,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
805,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1719,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1470,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
670,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1800,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
521,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,3,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,1,4,3
1365,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
161,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1233,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
2006,1,2,1,1,1,1,4,2,13,13,11,1,1,1,15,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1158,1,2,1,1,1,1,4,2,13,13,11,1,2,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1685,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,3,2,1,1,7,3,7,1,1,1,6,2,4,3
1582,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,15,1,3,1,1,1,4,1,1,3,1,3,2,1,2,7,3,7,1,1,1,5,2,2,1
326,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1937,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
797,1,3,1,6,6,1,4,2,19,13,11,2,1,2,1,2,2,1,2,3,12,1,7,3,4,3,1,3,1,1,2,1,1,7,2,1,1,5,2,4,3
566,1,2,1,1,1,1,1,2,13,13,11,1,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1724,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
206,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
572,1,3,1,1,1,1,4,2,13,13,11,1,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
107,1,3,1,1,1,1,4,2,11,11,7,1,5,2,13,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1469,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
530,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,1,1,7,1,1,1,3,1,4,3
1802,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
928,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,1,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
746,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1944,1,2,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1174,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1849,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1206,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
995,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,3,11,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
562,1,2,1,1,1,1,1,2,13,13,11,1,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1400,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
779,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,2,2,2,12,1,7,3,1,3,1,3,1,1,2,7,3,7,2,1,1,6,2,4,3
1680,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1626,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
700,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,2,1,1,5,2,4,3
1458,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
16,1,3,2,1,1,1,4,2,11,11,7,1,6,1,1,1,12,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
901,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,1,3,1,3,1,1,2,7,3,7,2,1,1,6,2,4,3
571,1,3,1,1,1,1,4,2,13,13,11,1,5,2,2,1,1,1,2,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
861,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,15,1,3,2,12,1,7,3,1,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1342,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1546,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1765,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1774,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
301,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
823,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,6,2,2,1
1556,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,15,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
919,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
1097,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,15,1,3,2,12,1,7,3,1,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1611,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1761,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
350,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1129,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,4,12,1,3,2,12,1,7,3,4,4,1,3,2,1,2,7,3,7,1,1,1,5,1,4,3
1395,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
217,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
62,1,3,1,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
139,1,3,2,1,1,1,3,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,2,2,1,1,2,2,7,3,7,1,1,1,5,2,4,3
1523,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
1439,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1575,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
155,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
787,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
620,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,2,1
1481,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1271,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
2007,1,2,1,1,1,1,4,2,13,13,11,1,1,1,15,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
667,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1405,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1667,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
839,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1031,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1924,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
557,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1950,1,2,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
538,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,3,2,4,3
713,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
2024,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1137,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1424,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
884,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
251,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1598,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
179,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1981,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,6,2,4,3
601,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
477,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
813,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,15,1,2,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1037,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
334,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1577,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1423,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1572,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
330,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
375,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
218,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1766,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1415,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,3,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1691,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1877,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
433,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1979,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,6,2,4,3
1824,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
